ability_id,code,support,risk_weight,categories,observed_entity_tags,name
412307598,strikeandreturn,exact_search,0.0000,movement|offense,419,Удар и возврат.
1162211515,strikewithoutwarning,unresolved,0.7500,movement|offense|targeting,13,Удар без предупреждения.
3668730177,summonpitlords,unresolved,0.7500,offense|summon|targeting,7,Призыв пещерных владык.
2120212528,sunsteed,learned_damage,0.7000,ranged|offense|immunity,30,Солнечный скакун.
870939855,swallowgoblin,learned_damage,0.7500,offense|targeting,53,Пожирание гоблинов.
1092599556,swiftattack,exact_search,0.0000,offense|casting|control,183,Стремительная атака.
2313717076,swiftdash,unresolved,0.6200,offense|defense|retaliation,7,Стремительный бросок.
3045542303,symbiosis,learned_damage,0.3000,offense,154,Симбиоз.
973044163,takeroots,exact_search,0.0000,offense|defense,80,Укоренение.
452400815,tasteofblood,exact_search,0.0000,offense,74,Вкус крови.
2957278354,tasteofdarkness,learned_damage,0.7500,offense|casting,10,Вкус тьмы.
2779825981,tasteofpain,learned_damage,0.3000,offense,67,Вкус боли.
3164374115,taunt,learned_damage,0.7500,offense|targeting,25,Задира.
2047547092,tauntingpresence,reference_only,0.7500,offense|defense|targeting,0,Вызывающий облик.
3289626814,teleport,learned_damage,0.2500,identity,386,teleport
1760291292,teleportother,unresolved,0.7500,movement|offense,4,Телепортация других.
3819171239,teleportskill,reference_only,0.7500,movement,0,Телепортация.
957153465,threehead,learned_damage,0.7500,offense|targeting,38,Удар тремя головами.
3654232171,torpor,modeled_proc,0.2800,offense|targeting,94,Оцепенение.
545477270,trapexpert,unresolved,0.6200,offense,2,Эксперт по ловушкам.
1974081888,trapmaster,reference_only,0.6200,offense,0,Мастер по ловушкам.
3812869988,treachery,reference_only,0.4500,identity,0,Предательство
3790772767,triplestrike,exact_search,0.0000,offense|retaliation|targeting,64,Тройной удар.
2685539149,twistedmind,learned_damage,0.7500,immunity|control,90,Извращенный разум.
1770511744,undead,exact_targeting,0.0000,offense|casting|control,2184,Нежить.
3735942199,undeadkiller,learned_damage,0.3000,offense,18,Уничтожитель нежити.
4174746585,unprotectedtarget,learned_damage,0.7500,ranged|offense|targeting,20,Незащищённая цель.
677623258,unstoppablecharge,reference_only,0.6200,offense|retaliation,0,Неудержимый натиск.
2302307931,uretalation,exact_search,0.0000,offense|defense|retaliation,391,Бесконечный отпор.
4184517007,vampiricembrace,reference_only,0.4500,identity,0,Объятия вампира
3884392901,vampiricgrasp,reference_only,0.4500,identity,0,Хватка вампира
2678690826,venom,learned_damage,0.3000,offense,94,Животный яд.
2915798782,venomoustouch,reference_only,0.7500,offense|casting,0,Ядовитое существо.
1084876075,viciousstrike,learned_damage,0.3000,offense,79,Подлые удары.
2708751777,vigilantscout,learned_damage,0.3000,ranged,92,Бдительность.
123166536,voracious,learned_damage,0.3000,offense,44,Прожорливость.
2452126190,vorpalsword,unresolved,0.6200,offense,2,Разящий меч.
3479500452,vulnerabilitytoair,exact_search,0.0000,offense|casting,536,Уязвимость к воздуху.
592515092,vulnerabilitytofire,learned_damage,0.7500,offense|casting,16,Уязвимость к огню.
4168439332,vulnerabilitytolight,learned_damage,0.7500,offense|casting,1239,Уязвимость к Свету.
3768612675,vulnerabletoshadowmagic,learned_damage,0.7500,offense|casting,52,Уязвимость к магии Тьмы.
234089846,wailofthenetherworld,learned_damage,0.7500,offense|targeting,204,Загробный вопль.
3985648207,wardingarrows,modeled_proc,0.2800,ranged|offense|control,285,Останавливающий выстрел.
1436051361,warfury,learned_damage,0.7500,offense|immunity|control,78,Воин ярости.
4175914798,warmachine,exact_search,0.0000,ranged|offense|retaliation|targeting,82,Боевая машина.
33591792,waterflowsfreely,learned_damage,0.7500,ranged|immunity|control,93,Свободное течение.
2324956142,waterproof,reference_only,0.7500,offense|defense|casting,0,Непробиваемость водой
491028915,waterproof25,partial_exact,0.2500,identity,41,waterproof25
440548963,waterproof50,partial_exact,0.2500,identity,544,waterproof50
3736284296,wavesofrenewal,learned_damage,0.3000,offense,64,Волны обновления.
647150360,weakeningstrike,exact_search,0.0000,offense|defense,102,Ослабляющий удар.
1942543773,webbingspears,learned_damage,0.7500,ranged|offense|targeting,122,Костяные путы.
211009592,wheelingattack,learned_damage,0.3000,offense|retaliation,21,Попутная атака.
3610071014,wheeloffortune,unresolved,0.6200,offense,14,Колесо удачи.
2055597041,whipstrike,learned_damage,0.7500,offense|immunity|casting|control,162,Удар хлыстом.
1817317601,whirlwind,unresolved,0.6200,offense,6,Вихрь.
847890070,widesweep,learned_damage,0.7500,offense|targeting,27,Широкий взмах.
4220082728,witchcraftgift,unresolved,0.6200,defense,5,Колдовской дар.
