creature_id	name	sprite	is_hero	ability_codes
634	*ZUCHEDUNGRO*	leader3bani	1	hero|shooter
635	Костяные воины#Skeletal warriors	skeleton6ani	0	hidden|hollowbones|shooter|undead|vulnerabilitytolight
636	Костяные копейщики#Skeletal Spearmen	skeletons6ani	0	hidden|hollowbones|shooter|undead|vulnerabilitytolight|webbingspears
637	Упыри#Ghouls	ghoulani	0	deadflesh|hidden|undead|vulnerabilitytolight
638	Ненасытные упыри#Ravenous ghouls	ravenousghoulani	0	deadflesh|hidden|rageagainsttheliving|undead|vulnerabilitytolight
639	Привидения прошлого#Ghosts of past	ghost6ani	0	flyer|hidden|immaterial|undead|vulnerabilitytolight|wailofthenetherworld
640	Призраки прошлого#Specters of past	spectre6ani	0	flyer|hidden|immaterial|undead|vulnerabilitytolight|wailofthenetherworld
641	Прядильщицы судеб#Fate spinners	fatespinnerani	0	balefulgaze|big|dualforms|hidden|spirit|undead|vulnerabilitytolight
644	Морские дьяволы#Sailors` devil	piratemonsterani	0	alive|big|fearattack|magicproof50|organicarmor|pirate
645	Пираты Ктулху#Pirates of Cthulhu	piratemonsterupani	0	alive|big|fearattack|flyer|magicproof50|organicarmor|pirate|teleport
646	Буканиры#Buccaneers	shootpirateani	0	alive|ignoredefence20|norangepenalty|pirate|shooter
647	Флибустьеры#Flibustiers	shootpirateupani	0	alive|ignoredefence30|norangepenalty|pirate|shooter
648	рыбкин	pers_pirateani	1	hero|shooter|pirate
649	Пиратки#Women pirates	piratkaani	0	alive|assault|pirate|strikeandreturn
650	Корсарки#Women corsairs	piratkaupani	0	alive|assault|noretalation|pirate|strikeandreturn
651	Толстяки#Fatso	fatpirateani	0	alive|big|pirate|slam
652	Одноглазые пираты#One-eyed pirates	fatpirateupani	0	alive|big|mightyslam|pirate
660	Алмазные големы#Diamond golems	diamondgolemani	0	diamondarmor|elemental|magicproof95
661	Черные вдовы#Black widows	blackwidowani	0	alive|noretalation|shadowattack|shooter
662	Магические элементали#Magic elementals	magicelani	0	allslash|elemental|immunity|noretalation
672	Крестоносцы#Templars	crusaderani	0	alive|doublestrike|lshield|undeadkiller
676	рыбкин	pers_necrpirateani	1	hero|shooter
677	Скелеты-моряки#Skeleton sailor	cpirateani	0	cleave|enraged|pirate|undead
678	Призраки пираток#Ghosts of pirates	gpiratkaani	0	flyer|incorporeal|lifedrain|pirate|strikeandreturn|undead
679	Пираты зомби#Zombie pirates	zpirateani	0	big|festeringaura|magicproof50|pirate|shieldbash|undead|weakeningstrike
690	Кабаны#Boars	boarani	0	alive|big|bloodlust|charge
691	Древние кабаны#Ancient boars	ancientpigani	0	alive|big|charge|ignoredefence20
692	Боевые кабаны#Battle boars	battlepigani	0	alive|big|charge|uretalation
693	Баррикада#Barricade	barrierani	0	big|ignoreattack20|statix|warmachine
696	Ловчие#Stalkers	stalkerani	0	alive|invisibility|poisonattack
701	Ледяные элементали#Ice elementals	iceelani	0	elemental|flyer|icold|vulnerabilitytofire
703	Снежные воины#Snow warriors	chuvakani	0	alive|enraged|icold|magicproof10|vulnerabilitytofire
704	Йети#Yeties	yetiani	0	alive|big|enraged|icold
705	Снежные королевы#Ice queens	icequeenani	0	alive|caster|cruelty|icold|mag|shooter|vulnerabilitytofire
713	*TONKAMONERGRO*	brigand2ani	1	hero|shooter
714	*ISLEN*	brigand3ani	1	hero|shooter
717	Костяные ящеры#Bone lizards	bonelizardani	0	big|lizardbite|undead
721	Блуждающие огни#Will-O-Wisps	wispani	0	flyer|immaterial|spirit|undead
722	Тёмные горгульи#Dark Gargoyles	burbulyani	0	bloodlust|elemental|flyer|perseverance|shielded
723	Проклятые горгульи#Cursed Gargoyles	hgargani	0	armoured|cripplingwound|elemental|flyer
724	Гигантские пауки#Giant Spiders	bigspiderani	0	alive|big|torpor
725	Рубаки#Vagabonds	brigandani	0	alive|cruelty
726	Дозорные#Outriders	robberani	0	alive|cowardice|shooter
727	Колдуны-ренегаты#Turncoat Mages	outlawani	0	alive|caster|iearth|mag
728	Молотобойцы#Warhammerers	gnomonani	0	alive|bravery|giantkiller
729	Лазутчицы#Infiltrators	banditkaani	0	agility|alive|poisonattack
730	Вышибалы#Bruisers	highwaymanani	0	alive|big|taunt
731	Пустынные налетчики#Desert Raiders	vultureani	0	alive|big|flyer|scavenger
737	*HILONERSIN*	banditbarbani	1	hero|shooter
738	*PAREVATON*	banditgnomani	1	hero|shooter
743	Мемхотеп	pers_adarkelfani	1	hero|shooter
744	Nadya2229	wpers_adarkelfani	1	hero|shooter
745	Хозяйки ночи#Shadow mistresses	mistressani	0	alive|caster|invisibility|whipstrike
747	Красные драконы#Red dragons	reddragonani	0	alive|big|fire_breath|flyer|incinerate
750	Троглодиты#Troglodytes	troglodyteani	0	alive|iblind
751	Адские троглодиты#Infernal Troglodytes	troglodyteupani	0	alive|frightful_aura|iblind
752	Медузы#Medusas	medusaani	0	alive|big|nopenalty|shooter|stoning
753	Медузы королевы#Medusas Queens	medusaupani	0	alive|big|nopenalty|shooter|stoning
754	Мантикоры#Manticores	manticoreani	0	alive|big|flyer|venom
755	Скорпикоры#Scorpicores	manticoreupani	0	alive|big|flyer|paralyzing
760	Клетка#Cell	kletkabigani	0	big|magicproof80|statix
761	Сеткомёт#Net thrower	setkometani	0	magicproof50|mechanical|netshooterlight|noselfret|shooter|shootonly|warmachine
770	Одержимые#Demoniacs	demoniacani	0	alive|bloodlust
771	Сектанты#Cultists	adeptusani	0	alive|caster|markoffire|shooter|twistedmind
781	*DUNELTGOMNAM*	banditsvani	1	hero|shooter
782	*GROZU*	banditnecrani	1	hero|shooter
783	*DUNADOMAR*	banditdemonani	1	hero|shooter
784	*TINSINIKA*	banditdarkelfani	1	hero|shooter
785	*GROKITIN*	banditelfani	1	hero|shooter
786	*DAZKAZU*	banditmageani	1	hero|shooter
787	*KIMADOVS*	banditknightani	1	hero|shooter
789	Башня лучников#Archer tower	archtowerani	0	ballista|shooter|warmachine
790	Дровосеки#Lumbermen	lumbermanani	0	alive|shieldbash
791	Мобильные баллисты#Mobile ballista	cbalani	0	alive|big|forcearrow|shooter
792	Великаны#Trashers	giantani	0	alive|big|bloodlust|mightyslam|siegewalls
793	Тэнгу#Tengu	tenguani	0	alive|deathattack|fierceretaliation|flyer
796	Ледяные драконы#Iced dragons	icedragonani	0	big|elemental|flyer|icedbreath|icold|vulnerabilitytofire
817	Великаны-лучники#Giant archers	giantarchani	0	alive|big|bloodlust|norangepenalty|shooter
847	Ассиды#Ayssids	oceanani	0	alive|bloodlust|flyer|icedbreath|magicproof50|swiftattack
848	Духи океана#Ocean spirits	assidaani	0	alive|flyer|icedbreath|magicproof50|swiftattack
849	Матросы-чужеземцы#Sailors-strangers	negroani	0	alive|doublestrike|pirate
850	Никсы#Nixes	reptiloidani	0	alive|ignoreattack20|lshield
851	Никсы-воины#Nix warriors	reptiloidupani	0	alive|ignoreattack40|lshield|shieldother
852	Жрицы моря#Sea priestesses	priestessani	0	alive|caster|pirate|shooter
853	Ведьмы моря#Sea witches	priestessupani	0	alive|caster|pirate|shooter
855	Огры-шаманы#Ogre shamans	ogreshamanani	0	alive|caster|enraged|powerstrike
859	Наездники на гиенах#Hyena riders	hyenariderani	0	alive|big|weakeningstrike
860	Циклопы-шаманы#Cyclops shamans	cyclopshamanani	0	alive|caster|shooter
861	Проклятые бегемоты#Cursed behemoths	bbehemothani	0	alive|big|frightful_aura|ignoredefence40
895	Лесные хоббиты#Forest hobbits	bobbitani	0	alive|giantkiller|shooter
896	Чародеи-ренегаты#Turncoat Warmages	outlawupani	0	alive|caster|iearth|mag
897	Кочевники#Nomads	nomadani	0	alive|big|ignoredefence15
917	Слуги Анубиса#Anubis avatars	anubisani	0	alive|big|fireproof25|imind|nopenalty|scarablarvae|shooter
918	Воины Анубиса#Anubis warriors	anubisupani	0	alive|big|deathcloud|fireproof25|flyer|imind|nopenalty|scarablarvaeup|shooter|teleport
920	Налетчики на верблюдах#Camel raiders	dromadupani	0	alive|big|endurance|fireproof25|ignoredefence30
921	Пустынные рейдеры#Dune raiders	duneraiderani	0	alive|armordamage10|chameleon|fireproof25|shooter
922	Пустынные убийцы#Dune assassins	duneraiderupani	0	alive|armordamage20|chameleon|fireproof25|noretalation|shooter
924	Черные скорпионы#Black scorpions	scorpupani	0	alive|fireproof25|poisonattack
925	Шакалы#Jackals	shakalani	0	alive|fireproof25|rebirth25|shielded
926	Шакалы-воины#Jackals-warriors	shakalupani	0	alive|fireproof25|rebirth50|shielded
928	Священные скарабеи#Sacred scarabs	scarabupani	0	alive|childofthelight|confusionstrike|fireproof25|flyer
930	Жрицы солнца#Sun Priestesses	zhricaupani	0	alive|caster|eclipse|fireproof25|shooter
932	Штурмовые слоны#Assault elephants	slonupani	0	alive|big|fireproof25|nonshiftable|powerstrike|pygmykiller
933	Древние мумии#Ancient mummies	amummyani	0	caster|songtimes|undead
936	Шпионки#Spies	banditkaupani	0	agility|alive|cleave|poisonattack
937	Ямабуси Тэнгу#Yamabushi Tengu	tenguupani	0	alive|armordamage10|deathattack|fierceretaliation|flyer
938	Гунны#Huns	nomadupani	0	alive|big|bravery|ignoredefence20
939	Алмасты#Almases	yetiupani	0	alive|big|bloodlust|enraged|fearattack|icold
942	Снежные волки#Snow wolves	snowwolfani	0	alive|bravery|packhunter|uretalation
946	Ледяные воины#Ice warriors	chuvakupani	0	alive|enraged|frozentouch|icold|magicproof20|vulnerabilitytofire
952	*DUNACHRAM*	pers_egani	1	hero|shooter
953	*MOGRO*	wpers_egani	1	hero|shooter
958	Ярлы#Punishers	flamelordani	0	alive|big|flamestrike|flamewave|flyer|ifire|teleport
959	Северные наездники#Rearguard ursary	whitebearriderani	0	alive|bearroar|big|enraged
960	Воины ярости#Beastslayers	battleragerani	0	alive|battlerage|giantslayer|imind|shieldbash
961	Жрецы пламени#Ascetics	runekeeperani	0	alive|auraoffirevul|caster|ifire|shooter
962	Лавовые драконы#Core dragons	lavadragonani	0	big|elemental|ifire|liquidflamebreath
972	nipnip	nipnipani	1	hero|shooter
982	Воители гор#Dwarf warriors	armorgnomani	0	alive|armoured|defender|shielded|shieldother
983	A-MeTeOr-	pers_agnomani	1	hero|shooter
984	Anastasyja007	wpers_agnomani	1	hero|shooter
985	Громоглавы#Thunderheads	axegnomani	0	alive|enraged|ignoredefence10
987	Жрицы огня#Priestesses of fire	gnomkaani	0	alive|caster|norangepenalty|pyromancer|shooter
993	Метатели молота#Warhammermen	throwgnomani	0	alive|shieldbash|shootbash|shooter
1000	Лесные шаманы#Forest shamans	shamanani	0	alive|caster|islow|magicproof30|shielded
1004	Копейщики#Pikemen	pikemanani	0	alive|ignoredefence60
1011	Дроны#Drones	mechdronani	0	armoured|flyer|ignoredefence10|islow|mechanical
1012	Боты-пауки#Spider-bots	mechspiderani	0	armoured|mechanical|selfbomb
1013	Механики#Mechanics	bazukerani	0	advancedrepair|alive|cripplingwound|shooter
1015	Алхимики#Alchemists	alchemistani	0	alive|caster|lifeguardmembrane|mag
1016	Паровые танки#Steam tanks	mechtankani	0	aimedshot|armoured|big|ignoreattack20|mechanical|shooter
1021	Элитные арбалетчики#Elite crossbowmen	mundusani	0	alive|armoured|preciseshot|shooter
1029	Goodley	goodleyani	1	hero|shooter
1036	Реаниматоры#Reanimators	reanimatorani	0	alive|demonic
1037	Адские реаниматоры#Infernal reanimators	reanimatorupani	0	alive|demon_resurrection|demonic
1038	Душегубы#Murderers	brigandupani	0	alive|bloodlust|morecruelty
1040	Маги-изгнанники#Exiled mages	exileani	0	alive|caster|forbiddenspell|norangepenalty|rangedretaliation|shooter
1041	Гноллы#Gnolls	gnollani	0	alive|packpower|packraid
1042	Метатели боласов#Bolas throwers	gnollumani	0	alive|bindshot|nopenalty|packpower|packraid|shooter
1043	Браконьеры#Poachers	poacherani	0	alive|callofbeast|shooter
1044	Соглядатаи#Snoopers	robberupani	0	alive|cowardice|firstshot|shielded|shooter
1045	Изменники#Traitors	traitorani	0	alive|amorale|runaway|shooter
1046	Загонщики на варанах#Varan beaters	varanani	0	alive|big|bombshooter|nopenalty|shooter
1047	Засадники#Ambushers	zasadani	0	alive|invisibility|paralyzing|venom
1050	Утопленники#Drowned men	drownedani	0	flyer|pirate|teleport|undead
1053	Могучие зомби#Mighty zombies	zpirateupani	0	big|festeringaura|magicproof50|mightyslam|pirate|shieldbash|undead|weakeningstrike
1054	Призраки корсарок#Spectres of corsairs	gpiratkaupani	0	flyer|incorporeal|lifedrain|pirate|spectrecold|strikeandreturn|undead
1055	Утопшие канониры#Drowned gunners	pushkarani	0	giantkiller|ignoredefence20|pirate|powerfulrecoil|shooter|undead
1056	Обречённые бомбардиры#Doomed bombers	pushkarupani	0	giantkiller|ignoredefence20|madshot|pirate|powerfulrecoil|shooter|undead
1060	Угонщики верблюдов#Camel thieves	verbludani	0	agilesteed|alive|big|endurance|safeposition
1062	Сехметиты#Sekhmetites	sekhmetani	0	alive|burningfootsteps|fireproof50|pyromancer|shooter
1064	Расхитители гробниц#Tomb raiders	tombraiderupani	0	alive|entrenchment|resistanttocurses|trapexpert
1065	Заклинатели змей#Snake charmers	charmerani	0	alive|noretalation|poisonattack|snakereflexes|unprotectedtarget|uretalation
1066	Повелители змей#Snake masters	charmerupani	0	alive|noretalation|poisonattack|snakereflexes|strikewithoutwarning|unprotectedtarget|uretalation
1067	Служители оазисов#Oasis acolytes	krokodilani	0	alive|big|eateroflight|shielded|waterproof25
1068	Стражи оазисов#Oasis guards	krokodilupani	0	alive|big|eaterofdarkness|eateroflight|shielded|waterproof25
1081	Стальные исполины#Steel giants	mechgolemani	0	armoured|big|heavystep|mechanical|mightyslam|nonshiftable|shieldbash
1082	Боты-арахниды#Arachnid-bots	mechspiderupani	0	arachnidjump|armoured|mechanical|selfbomb
1083	Пила-терминаторы#Saw-terminators	mechguardupani	0	armoured|disorientingscreech|ferociouswound|ignoredefence25|mechanical|sawmachine
1089	Гноллы-шаманы#Gnolls-shamans	gnollshani	0	alive|caster|mag|packpower|packraid|packwisdom
1091	Логово бандитов#Bandits lair	logovo1ani	0	big|islow|portal|statix
1092	Логово бандитов#Bandits lair	logovo2ani	0	big|islow|portal|statix
1093	Логово бандитов#Bandits lair	logovo3ani	0	big|islow|portal|statix
1094	Завод механиков#Mechanics factory	sbor1ani	0	big|islow|portal|statix
1095	Мастера клинка#Blade masters	mmasterani	0	alive|cleavestrike|crushingleadership
1114	Прибрежные налётчики#Coastal raiders	jpirateani	0	alive|bravery|pirate|shooter
1119	Pu-239	rickani	1	hero|shooter
1130	Ракушки#Shells	shellani	0	alive|armoured|shielded|shooter
1131	Моллюски#Clam-monster	shellmonsterani	0	alive|armoured|big|cripplingwound|ignoredefence30|shielded
1132	Стражи поднебесья#Guardians of heaven	gatekeeperani	0	alive|flyer|magicproof50|sacredweapon|shielded|shieldother
1137	*ORATONZI*	persgnollani	1	hero|shooter
1138	Яростные гноллы#Furious gnolls	gnollupani	0	alive|packenrage|packpower|packraid
1139	Дочери стаи#Daughters of gnolls	gnollkaani	0	alive|packpower|packraid|packrevenge
1140	Гноллы-вожаки#Gnoll Leaders	gnollbossani	0	alive|big|packboss|packpower|packraid|widesweep
1144	*ONERGSACHE*	pers_mechani	1	hero|shooter
1145	Драконлинги#Dragonlings	mikrodragonani	0	alive|dragoncurse
1146	Дрэйки#Drakes	minidragonani	0	alive|dodge|flyer
1154	Искариоты#Iscariots	deserterupani	0	alive|amorale|lshield|runaway
1156	Повозка бандитов#Bandits wagon	logovo4ani	0	big|islow|portal|statix
1165	Полярные волки#Polar wolves	snowwolfupani	0	agility|alive|bravery|cripplingwound|packhunter|uretalation
1167	Ледниковые элементали#Glacial elementals	iceelupani	0	elemental|flyer|icold|ignoreattack20|vulnerabilitytofire
1174	*KIMOGZAEM*	yuantiani	1	hero|shooter
1176	Эбиры#Ebirahs	krevetkoani	0	alive|big|doublestrike|frightful_aura|imind
1177	Муратавры#Antauruses	antani	0	alive|paralyzing|venom
1180	Клыколиски#Fangolisks	zergani	0	alive|big|enraged|organicarmor|powerstrike
1184	Туманник#Foggy	drakonidani	0	alive|blinding_attack|demonic|flyer|frightful_aura|spirit
1187	Боровики#Boletuses	gribani	0	alive|entrenchment
1188	Поганцы#Toadstooler	gribokani	0	alive|entrenchment|poisonattack|shooter
1189	Мухоморища#Amanitas	mushroomani	0	alive|big|entrenchment|impervioustopain|mightyslam|safeposition
1191	Споровики#Sporeballs	boletusani	0	alive|flyer|gribbomb
1192	Грибоманты#Mushroommancers	fungusani	0	alive|caster|confusionstrike|entrenchment|mag|manaeater
1193	Гоблины-шаманы#Goblin shamans	witchdoctorani	0	alive|caster|cowardice|manacurser|ragingblood
1194	Безглазые виверны#Eyeless wyverns	paokaiani	0	alive|big|corpseeater|flyer|iblind|lightningbreath
1201	dragon g	p1aani	1	hero|shooter
1203	Deadtime	p2aani	1	hero|shooter
1204	*INVSGZA*	p2awani	1	hero|shooter
1205	Mageblood	p3aani	1	hero|shooter
1206	*GZACHE*	p3awani	1	hero|shooter
1207	Deadtime	p4aani	1	hero|shooter
1208	oxotnik102rus	p4awani	1	hero|shooter
1209	Deadtime	p5aani	1	hero|shooter
1212	oxotnik102rus	p6awani	1	hero|shooter
1214	*JIRKIELT*	p7awani	1	hero|shooter
1215	Lux Aeternae	p8aani	1	hero|shooter
1218	*IKASPENIR*	p9awani	1	hero|shooter
1219	*DZEKI*	p10aani	1	hero|shooter
1221	Еретики#Heretics	monkani	0	alive|caster|shooter
1223	Надзиратели#Prison guards	wardenani	0	alive|bindingstrike|cleansingstrike|menacinglook
1224	*HILKO*	banditwbarbani	1	hero|shooter
1225	*ONADZEEM*	banditwgnomani	1	hero|shooter
1226	*SINCHEGOM*	banditwsvani	1	hero|shooter
1227	*BRIPAR*	banditwnecrani	1	hero|shooter
1228	*DUNKI*	banditwdemonani	1	hero|shooter
1229	*ISACHCHE*	banditwdarkelfani	1	hero|shooter
1230	*GROADOKAMNIR*	banditwelfani	1	hero|shooter
1233	*DAZMARLEN*	banditwegani	1	hero|shooter
1235	*NIRIN*	banditgnomani	1	hero|shooter
1247	*ISTINSIN*	p1bani	1	hero|shooter
1248	D A B L	p2bani	1	hero|shooter
1249	*ELTEMSIN*	p3bani	1	hero|shooter
1250	eichkh	p4bani	1	hero|shooter
1251	A-MeTeOr-	p5bani	1	hero|shooter
1252	Mageblood	p6bani	1	hero|shooter
1253	Mageblood	p7bani	1	hero|shooter
1254	*KOONANAMGZA*	p8bani	1	hero|shooter
1258	*ISTINPUGIKA*	mermaidani	1	hero|shooter
1259	Башня магов#Mage tower	magtowerani	0	armoured|ballista|islow|mag|nonshiftable|warmachine
1261	*ONERINONAMTNI*	p1cani	1	hero|shooter
1262	*DAZMOZIBRI*	p1cwani	1	hero|shooter
1263	Mageblood	p2cani	1	hero|shooter
1264	*INOTNIDAZDUN*	p2cwani	1	hero|shooter
1265	*GZABRIRAMDUN*	p3cani	1	hero|shooter
1266	*KIMSIN*	p3cwani	1	hero|shooter
1268	Rainbow	p4cwani	1	hero|shooter
1269	Mageblood	p5cani	1	hero|shooter
1271	Dzhugan	p6cani	1	hero|shooter
1273	dlc	p7cani	1	hero|shooter
1274	*GZAONAEVA*	p7cwani	1	hero|shooter
1277	*VSKIMINO*	p9cani	1	hero|shooter
1279	*MARINZIZI*	p10cani	1	hero|shooter
1281	*INOMAODAZTIN*	gribnukani	1	hero|shooter
1282	Воровки#Shadow thieves	vorovkaani	0	alive|invisibility|strikeandreturn|weakeningstrike
1287	Ткачи смерти#Deathweavers	necromancerani	0	caster|shooter|undead
1291	Песчаное логово#Sand lair	sknorani	0	islow|portal|statix
1295	Василиски#Basilisks	basiliskani	0	alive|big|stoning
1296	Древние василиски#Ancient basilisks	basiliskupani	0	alive|big|stonegarden|stoning
1297	Птероящеры#Pterolizards	pteroani	0	alive|carrier|flyer
1298	Матриархи птероящеров#Pterolizards matriarchs	pteroupani	0	alive|carrier|disorientingscreech|flyer
1299	Вараны#Varans	yascherani	0	alive|big|deathattack|fireproof50
1300	Огнедышащие вараны#Fire-breathing varans	yascherupani	0	alive|big|burningstrike|deathattack|fireproof75
1301	Ядоплюи#Venomspitters	gekkonani	0	alive|nopenalty|poisonattack|rangepenalty|shooter
1302	Гремучие ядоплюи#Rattlesnake venomspitters	gekkonupani	0	alive|nopenalty|rangepenalty|shooter|venom
1303	Дикие звероловы#Wild beasthunters	gnollumupani	0	alive|bindshot|nopenalty|packdefence|packpower|packraid|shooter
1310	Жрецы оазисов#Oasis priests	krokodilmagani	0	alive|big|caster|eaterofdarkness|eateroflight|nopenalty|rangepenalty|shooter|waterproof25
1311	Сумрачные следопыты#Twilight hunters	blackarcherani	0	shooter|shroudofdarkness|undead
1313	Чёрные стражи#Black guards	blackfootmanani	0	holdground|lshield|resistanttocurses|shieldwall|undead
1314	Тёмные бастионы#Dark bastions	deadfootmanani	0	auraofdarkresistance|holdground|lshield|resistanttocurses|shieldwall|undead
1315	Тёмные проклинатели#Dark hexers	blackmageani	0	caster|shooter|undead|witchcraftgift
1316	Ваятели проклятий#Сursing thaumaturges	deadmageani	0	caster|shooter|undead|witchcraftgift
1317	Снежные совы#Snow owls	snowowlani	0	alive|big|flyer|omnipresentgaze
1318	Полярные совы#Polar owls	snowowlupani	0	alive|big|flyer|omnipresentgaze|shielded
1319	Полярные охотники#Polar hunters	snowarcherani	0	alive|freezingshot|norangepenalty|shooter
1324	Могильные псы#Grave hounds	blackdogani	0	tasteofdarkness|undead
1325	Сумрачные гончие#Twilight hounds	deaddogani	0	swiftdash|tasteofdarkness|undead
1326	*TINTIN*	frostheroani	1	hero|shooter
1327	*PUGMUR*	reptiloidheroani	1	hero|shooter
1328	*ORAPUTONKIM*	mumrani	1	hero|shooter
1329	Проклятые костеглоды#Damned bonegobblers	blackpticani	0	big|flyer|rageagainsttheliving|scavenger|undead
1330	Предвестники тьмы#Harbingers of darkness	deadpticani	0	big|darkshadow|flyer|rageagainsttheliving|scavenger|undead
1334	*TINPOKTONGSA*	wpers_mechani	1	hero|shooter
1336	Белые медведи#White bears	wbearani	0	alive|big|enraged|patience|pawstrike|waterproof50
1337	Скитальцы#Wanderers	nomadbowani	0	alive|big|ignoredefence15|mobileshooter|nopenalty|shooter
1338	Бревно#Log	brevnoani	0	big|islow|portal|statix
1339	Дом#House	witchhouseani	0	big|islow|portal|statix
1340	Костяные смотрители#Bone sentinels	skgiantarchani	0	big|brittle|norangepenalty|shielded|shooter|undead
1341	Каменные гиганты#Stone giants	stonemanani	0	big|elemental|heavystep|iearth|nopenalty|norangepenalty|shootbash|shooter
1343	Крылатые змии#Serpent flyers	serpentflyani	0	alive|flyer|purge
1344	Стрекозы#Dragon flyers	dragonflyani	0	alive|cursingattack|flyer|purge
1345	Наездники на варгах#Varg riders	vargani	0	alive|big|bloodlust|enraged|ignoredefence30|menacinglook
1346	Орочьи воины#Orc warriors	orkani	0	alive|assault|battlethirst|bloodlust|shielded|tasteofblood
1347	*TINGOM*	naemani	1	hero|shooter
1348	Костяные гиганты#Bone giants	skgiantani	0	attentive|big|brittle|ferociouswound|shielded|undead
1349	Нора#Den	vdutlani	0	big|islow|portal|statix
1350	Дерево#Tree	derevoani	0	big|islow|portal|statix
1351	Дом#House	house1ani	0	big|islow|portal|statix
1352	Дом#House	house2ani	0	big|islow|portal|statix
1353	Дом#House	house3ani	0	big|islow|portal|statix
1356	*JIRPUGONA*	pers_iceani	1	hero|shooter
1361	Заклинатели штормов#Storm warlocks	bokoporani	0	alive|caster|mag|master_of_fire10|master_of_storms10|pirate
1363	Костяные левиафаны#Bone leviathans	dleviathanani	0	big|defiledcreature|hollowbones|ignoredefence25|immunetoweakness|undead
1368	Охотники на ведьм#Witch hunters	witchhunterani	0	alive|imind|magicproof50|maneuver|shooter|sorcererslayer
1371	Изобретатели#Inventors	alchemistupani	0	alive|auraofperfection|caster|lifeguardmembrane|mag
1381	Блудницы#Mystic courtesans	bludani	0	alive|lighttheft|noretalation
1392	Кислотники#Acidspitters	klopani	0	alive|armordamage25|iearth|shooter
1400	Коррозийные драконы#Rust dragons	rustdragonani	0	acid_breath|alive|big|corrosivestrike|flyer
1405	Santremus	pers_asvani	1	hero|shooter
1408	Винная бочка#Wine barrel	bochkawani	0	auraofres|statix|warmachine
1409	Бочка эля#Ale barrel	bochkaeani	0	auraofbravery|statix|warmachine
1410	Проклятые сокровища#Cursed treasures	chestnani	0	festeringaura|statix|stone
1428	*TINGROACH*	p1dwani	1	hero|shooter
1431	Deadtime	p3dani	1	hero|shooter
1433	Сутулая Кошка	p4dani	1	hero|shooter
1434	*ACHHILDAZ*	p4dwani	1	hero|shooter
1437	Strange_Elf	p6dani	1	hero|shooter
1439	*RAMGSAONA*	p7dani	1	hero|shooter
1441	Mageblood	p8dani	1	hero|shooter
1443	Strange_Elf	p9dani	1	hero|shooter
1444	*TONHILEVA*	p9dwani	1	hero|shooter
1447	*JIRTONSINIS*	p1bwani	1	hero|shooter
1448	*MADNIRPU*	p2bwani	1	hero|shooter
1451	oxotnik102rus	p5bwani	1	hero|shooter
1459	Кобальтовые змеи#Cobalt snakes	kobraani	0	alive|snakereflexes|swiftattack|venom
